"rooms","bathroom","square_meters","lift","terrace","neighborhood","square_meters_price","price","housing type"
3,1,70,0,0,"Sarria-Sant Gervasi",15.67,940,"flat"
4,2,103,1,0,"Sarria-Sant Gervasi",11.36,1175,"flat"
3,1,70,1,0,"Ciutat Vella",14.86,1125,"flat"
4,2,128,1,1,"Gràcia",15.3,1440,"flat"
2,1,71,0,0,"Sarria-Sant Gervasi",16.9,1350,"flat"
2,1,46,1,0,"Sant Martí",26.05,1200,"flat"
3,2,118,1,1,"Gràcia",21.32,2600,"flat"
2,1,68,1,0,"Horta- Guinardo",13.8,990,"flat"
4,2,112,1,0,"Sant Martí",10.85,1150,"flat"
2,1,61,0,0,"Les Corts",14.72,850,"flat"
2,1,64,0,1,"Sants-Montjuïc",24.92,1714,"flat"
1,1,45,1,0,"Les Corts",19.49,800,"flat"
3,2,92,1,0,"Sarria-Sant Gervasi",36.9,3200,"flat"
3,1,71,1,1,"Gràcia",10.57,900,"flat"
5,2,148,1,0,"Les Corts",12.78,1790,"flat"
2,2,80,1,1,"Gràcia",23.57,2200,"flat"
1,1,18,1,0,"Eixample",26.76,425,"flat"
2,1,67,1,0,"Ciutat Vella",11.21,775,"flat"
1,1,73,0,0,"Ciutat Vella",33.2,1980,"flat"
2,1,73,1,0,"Eixample",17.67,1050,"flat"
2,2,91,0,0,"Eixample",15.11,1500,"flat"
2,2,89,1,0,"Gràcia",13.64,1150,"flat"
3,1,72,0,0,"Eixample",18.25,1250,"flat"
2,1,49,1,0,"Sants-Montjuïc",17.45,900,"flat"
1,1,46,1,0,"Ciutat Vella",26.68,1100,"flat"
2,2,92,1,0,"Eixample",13.26,1350,"flat"
2,2,93,1,1,"Eixample",18.08,1800,"flat"
1,1,77,0,1,"Sant Martí",15.37,1100,"flat"
1,1,60,1,0,"Ciutat Vella",17.67,1050,"flat"
2,1,113,1,0,"Eixample",8.11,950,"flat"
1,2,79,1,1,"Gràcia",15.53,1250,"flat"
2,2,83,1,0,"Sarria-Sant Gervasi",22.81,1900,"flat"
1,1,48,0,0,"Ciutat Vella",15.3,1200,"flat"
2,1,67,1,0,"Gràcia",14.36,997,"flat"
3,2,77,1,0,"Sant Martí",19.5,1260,"flat"
1,1,50,1,0,"Sarria-Sant Gervasi",19.05,1100,"flat"
2,2,136,1,0,"Eixample",12.97,1850,"flat"
3,2,106,1,0,"Eixample",12,1100,"flat"
3,2,87,1,1,"Les Corts",20.67,1990,"flat"
3,2,104,1,0,"Sant Martí",52.94,5500,"flat"
2,1,72,1,1,"Eixample",14.1,1000,"flat"
5,4,153,1,0,"Eixample",15.3,2550,"flat"
4,3,147,1,1,"Gràcia",19.65,3200,"flat"
3,3,174,0,1,"Ciutat Vella",15.25,2600,"flat"
4,2,84,1,0,"Eixample",33.3,2700,"flat"
1,1,43,0,0,"Eixample",18.96,750,"flat"
2,2,121,1,1,"Sarria-Sant Gervasi",18.28,2000,"flat"
4,2,118,1,0,"Nou Barris",12.15,1300,"flat"
2,2,342,1,1,"Eixample",20.18,6000,"flat"
4,2,90,1,0,"Eixample",31.83,2700,"flat"
1,1,52,0,0,"Gràcia",15.3,2200,"flat"
3,1,80,0,0,"Eixample",14.22,1120,"flat"
3,1,87,0,0,"Ciutat Vella",11.32,1000,"flat"
3,2,69,1,1,"Eixample",12.81,850,"flat"
3,3,133,1,0,"Eixample",16.78,2400,"flat"
2,1,74,1,0,"Sant Martí",58.62,4000,"flat"
3,1,76,0,0,"Horta- Guinardo",13.26,1000,"flat"
3,2,111,1,1,"Eixample",37.62,4500,"flat"
4,3,126,1,0,"Les Corts",16.51,2150,"flat"
1,1,34,0,0,"Ciutat Vella",37.5,1250,"flat"
5,3,173,1,0,"Eixample",11.01,2198,"flat"
3,1,61,1,0,"Horta- Guinardo",13.63,775,"flat"
3,1,160,0,1,"Sarria-Sant Gervasi",9.48,1472,"flat"
4,3,161,1,0,"Eixample",29.43,4500,"flat"
2,1,92,0,1,"Eixample",14.21,1300,"flat"
3,2,80,0,0,"Sarria-Sant Gervasi",13.34,1169,"flat"
1,1,54,1,0,"Sant Andreu",18.27,1000,"flat"
3,1,72,1,0,"Horta- Guinardo",20.42,1280,"flat"
2,2,73,1,1,"Ciutat Vella",18.09,1600,"flat"
3,1,64,1,1,"Gràcia",12.74,780,"flat"
3,1,56,0,0,"Sarria-Sant Gervasi",13.61,750,"flat"
3,2,73,1,0,"Eixample",13.35,2520,"flat"
4,2,114,1,0,"Ciutat Vella",13.66,1540,"flat"
2,1,73,0,0,"Ciutat Vella",26.96,1735,"flat"
3,1,71,1,0,"Eixample",12.15,850,"flat"
2,1,54,0,0,"Gràcia",12.66,679,"flat"
2,1,60,1,1,"Sant Andreu",20.9,1250,"flat"
3,1,65,1,0,"Sarria-Sant Gervasi",11.12,850,"flat"
1,1,59,1,0,"Sarria-Sant Gervasi",15.3,950,"flat"
1,1,90,1,0,"Eixample",8,710,"flat"
2,2,98,0,1,"Gràcia",15.3,1650,"flat"
1,1,64,0,0,"Sarria-Sant Gervasi",17.55,1286,"flat"
1,1,61,0,0,"Eixample",13.51,850,"flat"
2,1,66,0,0,"Horta- Guinardo",13.05,850,"flat"
3,1,71,1,0,"Eixample",12.27,900,"flat"
1,1,37,0,0,"Ciutat Vella",16.55,525,"flat"
1,1,45,1,0,"Sarria-Sant Gervasi",15.3,890,"flat"
1,1,73,0,0,"Sarria-Sant Gervasi",24.56,1150,"flat"
3,2,66,0,0,"Ciutat Vella",26.9,1703,"flat"
1,1,63,1,0,"Sarria-Sant Gervasi",20.11,1150,"flat"
2,1,29,1,0,"Les Corts",25.6,800,"flat"
2,1,73,1,0,"Eixample",17.01,1225,"flat"
4,3,160,1,1,"Eixample",17.33,2800,"flat"
1,1,46,1,0,"Sarria-Sant Gervasi",17.21,790,"flat"
1,1,48,1,1,"Sant Martí",15.3,1500,"flat"
1,1,73,1,0,"Eixample",24.66,890,"flat"
3,2,123,1,0,"Eixample",15.3,4000,"flat"
3,2,128,1,0,"Sant Martí",13.41,1580,"flat"
4,4,182,1,0,"Gràcia",25.3,4900,"flat"
3,2,103,1,0,"Eixample",9.16,1000,"flat"
4,2,120,0,1,"Eixample",8.8,1200,"flat"
3,1,86,0,1,"Ciutat Vella",14.76,1250,"flat"
3,2,78,1,1,"Sarria-Sant Gervasi",14.41,1125,"flat"
2,1,73,1,0,"Gràcia",19.12,1500,"flat"
4,3,197,1,0,"Les Corts",26.68,6000,"flat"
1,2,39,0,0,"Sarria-Sant Gervasi",32.16,1200,"flat"
2,1,52,1,0,"Sarria-Sant Gervasi",17.6,850,"flat"
1,1,51,1,0,"Ciutat Vella",18.58,950,"flat"
1,1,46,1,0,"Sants-Montjuïc",16.05,780,"flat"
2,1,46,0,0,"Ciutat Vella",16.46,750,"flat"
1,1,76,1,0,"Sarria-Sant Gervasi",34.75,2800,"flat"
3,3,143,1,0,"Sants-Montjuïc",15.48,2400,"flat"
3,1,91,1,0,"Sant Martí",11.86,960,"flat"
2,1,90,1,0,"Eixample",11.9,1200,"flat"
1,1,54,0,0,"Sant Martí",23.65,1150,"flat"
3,2,73,1,1,"Sarria-Sant Gervasi",32.5,2700,"flat"
1,2,42,0,0,"Eixample",29.28,1200,"flat"
3,1,70,1,0,"Sarria-Sant Gervasi",17.46,1160,"flat"
4,2,146,1,1,"Sarria-Sant Gervasi",13.93,2300,"flat"
3,3,180,0,1,"Sarria-Sant Gervasi",15.3,2600,"flat"
3,2,82,0,0,"Eixample",13.84,1200,"flat"
4,2,74,1,0,"Sarria-Sant Gervasi",12.06,1050,"flat"
3,1,65,1,0,"Ciutat Vella",12.66,850,"flat"
1,1,44,0,0,"Eixample",30.16,1440,"flat"
1,1,81,1,1,"Sant Martí",17.89,1285,"flat"
1,1,58,0,0,"Gràcia",12.48,685,"flat"
2,2,159,1,0,"Eixample",14.51,2300,"flat"
1,1,38,1,0,"Sarria-Sant Gervasi",22.06,725,"flat"
2,1,74,0,0,"Sarria-Sant Gervasi",12.95,1000,"flat"
3,2,152,1,0,"Eixample",18.4,2400,"flat"
1,2,105,0,0,"Ciutat Vella",9.21,894,"flat"
1,1,91,0,1,"Les Corts",10.32,980,"flat"
2,1,84,1,0,"Sarria-Sant Gervasi",15.36,1150,"flat"
3,2,104,0,0,"Ciutat Vella",11.47,1160,"flat"
2,2,66,0,0,"Gràcia",13.74,900,"flat"
2,2,92,1,0,"Gràcia",16.15,1300,"flat"
3,3,171,1,1,"Sarria-Sant Gervasi",18.95,3000,"flat"
4,3,215,1,1,"Sarria-Sant Gervasi",16.16,3200,"flat"
2,1,68,1,0,"Ciutat Vella",37.64,2800,"flat"
3,1,86,0,0,"Gràcia",9.78,825,"flat"
2,1,119,1,1,"Gràcia",15.15,1550,"flat"
1,1,55,1,0,"Sarria-Sant Gervasi",17.5,1000,"flat"
4,1,89,1,0,"Eixample",14.69,1300,"flat"
3,2,73,1,0,"Ciutat Vella",11.3,990,"flat"
3,2,181,1,0,"Gràcia",12.7,2520,"flat"
2,1,51,1,1,"Sants-Montjuïc",12.64,650,"flat"
4,3,159,1,1,"Sant Andreu",17.24,2800,"flat"
3,2,80,1,0,"Horta- Guinardo",29.7,2700,"flat"
3,3,147,1,0,"Gràcia",15.52,2400,"flat"
2,1,72,1,0,"Les Corts",17.8,1300,"flat"
2,2,112,1,0,"Eixample",12.97,1700,"flat"
1,1,39,0,0,"Eixample",26.3,900,"flat"
1,1,41,0,1,"Eixample",20.61,795,"flat"
3,3,121,1,1,"Ciutat Vella",21.35,2400,"flat"
2,2,117,0,0,"Ciutat Vella",15.3,1850,"flat"
2,2,73,1,0,"Sant Andreu",8.81,1400,"flat"
2,1,61,0,0,"Les Corts",11.2,800,"flat"
1,1,42,1,0,"Sants-Montjuïc",20.63,850,"flat"
1,1,44,1,0,"Les Corts",16.21,625,"flat"
2,1,73,1,0,"Eixample",9.01,950,"flat"
1,1,102,1,1,"Ciutat Vella",8.66,950,"flat"
3,3,148,0,0,"Sants-Montjuïc",18.02,2500,"flat"
2,3,153,1,0,"Gràcia",12.64,1850,"flat"
1,1,39,0,0,"Sant Martí",14.99,650,"flat"
3,2,144,0,0,"Eixample",23.53,3000,"flat"
3,1,70,1,0,"Sants-Montjuïc",12.48,750,"flat"
3,2,75,1,1,"Les Corts",58.45,4600,"flat"
3,1,124,1,1,"Sants-Montjuïc",15.39,1700,"flat"
1,1,66,0,0,"Ciutat Vella",14.27,950,"flat"
4,2,180,1,0,"Sant Andreu",15.64,2650,"flat"
5,3,166,1,0,"Sant Andreu",14.66,2300,"flat"
2,1,211,1,0,"Sarria-Sant Gervasi",17.04,3600,"flat"
1,1,42,1,1,"Eixample",26.07,1150,"flat"
3,4,381,1,1,"Eixample",12.21,4000,"flat"
1,1,40,0,0,"Les Corts",14.64,600,"flat"
1,1,50,1,0,"Eixample",18.44,950,"flat"
3,2,150,1,1,"Sants-Montjuïc",14.9,2300,"flat"
2,1,98,1,1,"Horta- Guinardo",17.1,1700,"flat"
1,1,48,1,0,"Eixample",15.74,900,"flat"
3,2,92,0,0,"Sarria-Sant Gervasi",49.7,4166,"flat"
4,2,161,1,1,"Ciutat Vella",20.78,2900,"flat"
1,1,64,0,0,"Gràcia",15.3,1100,"flat"
4,3,144,1,0,"Gràcia",31.3,4500,"flat"
3,3,129,1,1,"Sarria-Sant Gervasi",22.77,2900,"flat"
2,1,53,0,0,"Eixample",13.75,825,"flat"
4,3,151,1,1,"Eixample",15.73,2150,"flat"
2,1,82,1,0,"Eixample",32.48,3000,"flat"
1,1,19,1,0,"Les Corts",30.38,600,"flat"
1,1,42,0,0,"Sarria-Sant Gervasi",18.19,695,"flat"
1,1,67,0,0,"Sarria-Sant Gervasi",58.03,3819,"flat"
2,1,73,1,0,"Eixample",12.99,845,"flat"
2,2,99,0,0,"Sarria-Sant Gervasi",46.93,5000,"flat"
5,5,319,1,1,"Eixample",20.28,6800,"flat"
4,6,252,1,1,"Sants-Montjuïc",19.43,5300,"flat"
2,1,66,0,0,"Horta- Guinardo",21.35,1290,"flat"
2,1,58,1,1,"Gràcia",17.24,1000,"flat"
2,1,59,0,1,"Gràcia",17.6,1000,"flat"
1,1,59,0,0,"Sants-Montjuïc",12.19,800,"flat"
2,1,68,1,0,"Eixample",37.96,2500,"flat"
2,1,54,1,1,"Sants-Montjuïc",15.3,1400,"flat"
2,1,42,1,1,"Gràcia",15.08,625,"flat"
4,2,104,1,1,"Les Corts",11.77,1200,"flat"
1,1,46,0,1,"Sant Andreu",16.21,725,"flat"
3,2,68,0,0,"Eixample",11.21,700,"flat"
2,1,74,1,0,"Sants-Montjuïc",15.41,1100,"flat"
2,1,44,1,0,"Ciutat Vella",20.74,850,"flat"
3,2,99,1,0,"Sant Martí",15.3,5500,"flat"
3,4,217,1,0,"Les Corts",16.17,3800,"flat"
2,1,76,1,0,"Ciutat Vella",12.63,900,"flat"
2,1,85,1,0,"Sant Andreu",13.59,1200,"flat"
3,2,94,1,0,"Sants-Montjuïc",13.96,1250,"flat"
1,1,44,1,0,"Eixample",17.74,835,"flat"
3,2,90,1,0,"Ciutat Vella",26.29,2400,"flat"
2,2,62,1,0,"Les Corts",18.06,1195,"flat"
1,1,42,0,0,"Ciutat Vella",18.79,675,"flat"
2,1,78,1,0,"Sant Andreu",15.83,1300,"flat"
4,2,80,1,0,"Sant Martí",13.75,1175,"flat"
6,2,201,1,1,"Sants-Montjuïc",17.14,4000,"flat"
4,1,90,1,1,"Eixample",10.76,1050,"flat"
3,3,117,1,0,"Eixample",19.88,2400,"flat"
3,3,133,0,0,"Ciutat Vella",17.22,2500,"flat"
2,2,90,1,0,"Eixample",11.89,950,"flat"
4,2,82,1,0,"Sant Martí",29.72,2700,"flat"
4,3,269,1,1,"Ciutat Vella",18.43,4500,"flat"
2,1,69,1,0,"Sant Martí",39.31,2800,"flat"
3,2,74,1,1,"Ciutat Vella",58.35,4600,"flat"
3,2,84,1,0,"Les Corts",34.49,2700,"flat"
2,1,68,1,1,"Sants-Montjuïc",12.64,900,"flat"
1,1,35,0,1,"Les Corts",19.86,675,"flat"
1,1,32,0,0,"Ciutat Vella",50.41,1791,"flat"
1,1,73,0,0,"Les Corts",10.34,650,"flat"
2,1,70,0,0,"Eixample",9.95,760,"flat"
4,2,84,1,0,"Eixample",11.43,980,"flat"
2,1,46,1,0,"Ciutat Vella",17.21,950,"flat"
4,2,72,1,0,"Sarria-Sant Gervasi",12.08,960,"flat"
3,1,67,0,0,"Eixample",14.71,900,"flat"
1,1,47,1,0,"Eixample",18.35,890,"flat"
3,2,78,1,1,"Sarria-Sant Gervasi",11.43,950,"flat"
3,1,69,0,1,"Eixample",16.11,1000,"flat"
2,2,73,1,0,"Ciutat Vella",12.64,900,"flat"
1,1,53,0,1,"Sarria-Sant Gervasi",15.3,975,"flat"
3,2,106,1,0,"Sant Martí",17.67,1675,"flat"
1,2,86,1,0,"Ciutat Vella",13.95,1100,"flat"
2,2,101,1,0,"Eixample",13.99,1390,"flat"
1,1,50,1,0,"Gràcia",23.5,1200,"flat"
2,2,50,1,1,"Sants-Montjuïc",18.21,900,"flat"
2,1,77,1,0,"Ciutat Vella",10.66,900,"flat"
3,1,100,1,0,"Ciutat Vella",11.16,975,"flat"
2,1,59,1,0,"Ciutat Vella",12.32,750,"flat"
1,1,24,0,0,"Les Corts",23.42,630,"flat"
3,2,84,0,1,"Sant Martí",19.35,1460,"flat"
2,1,77,1,0,"Sants-Montjuïc",10.37,800,"flat"
3,3,90,1,0,"Sarria-Sant Gervasi",17.92,1650,"flat"
1,2,88,1,0,"Sant Martí",10.49,800,"flat"
2,1,81,1,1,"Gràcia",19.3,1700,"flat"
1,1,50,1,0,"Eixample",18.78,950,"flat"
2,2,64,0,0,"Sarria-Sant Gervasi",44.87,2994,"flat"
1,1,60,1,0,"Ciutat Vella",15.3,1150,"flat"
3,1,97,1,0,"Eixample",15.3,2100,"flat"
2,1,77,0,0,"Les Corts",10.29,850,"flat"
2,1,53,1,1,"Ciutat Vella",13.49,770,"flat"
3,2,84,1,1,"Horta- Guinardo",59.9,4600,"flat"
3,2,136,1,0,"Eixample",15.92,2400,"flat"
4,2,88,1,0,"Sant Martí",29.62,2700,"flat"
1,2,91,1,1,"Sarria-Sant Gervasi",13.34,1250,"flat"
4,1,85,0,0,"Ciutat Vella",12.3,1000,"flat"
1,1,73,1,0,"Eixample",7.14,990,"flat"
3,2,103,1,1,"Eixample",12.44,1200,"flat"
2,1,57,1,1,"Sarria-Sant Gervasi",24.59,1400,"flat"
4,2,123,0,0,"Eixample",11.24,1250,"flat"
3,2,148,1,1,"Sant Martí",15.66,2200,"flat"
1,1,52,1,0,"Sant Martí",14.98,750,"flat"
4,2,109,1,1,"Gràcia",18.59,1800,"flat"
3,3,73,1,0,"Eixample",16.81,2400,"flat"
3,1,84,0,1,"Sants-Montjuïc",8.99,850,"flat"
1,1,38,1,0,"Sarria-Sant Gervasi",14.83,650,"flat"
2,1,60,1,0,"Ciutat Vella",10.9,750,"flat"
1,2,178,0,1,"Eixample",10.92,1950,"flat"
2,2,71,1,0,"Sant Martí",23.4,1500,"flat"
2,1,92,1,0,"Sants-Montjuïc",19.83,1700,"flat"
4,3,194,1,1,"Eixample",14.17,2790,"flat"
1,1,78,1,0,"Sarria-Sant Gervasi",33.95,2800,"flat"
2,3,69,1,0,"Sants-Montjuïc",17.24,1050,"flat"
3,2,92,0,0,"Sarria-Sant Gervasi",12.68,1200,"flat"
3,2,130,1,0,"Gràcia",13.62,1700,"flat"
4,2,156,1,1,"Eixample",10.54,1550,"flat"
1,1,41,1,0,"Ciutat Vella",17.94,700,"flat"
1,1,83,1,0,"Eixample",16.09,1400,"flat"
1,1,27,1,0,"Ciutat Vella",24.37,600,"flat"
1,1,64,1,0,"Eixample",16.34,1050,"flat"
2,2,92,1,1,"Sants-Montjuïc",41.6,3800,"flat"
2,2,68,1,0,"Ciutat Vella",22.21,1750,"flat"
3,2,91,1,1,"Gràcia",9.96,850,"flat"
1,1,56,0,0,"Eixample",11.36,670,"flat"
2,3,63,0,0,"Ciutat Vella",16.21,1050,"flat"
2,3,67,1,0,"Sarria-Sant Gervasi",17.07,1050,"flat"
2,2,99,1,0,"Sant Martí",20.37,1950,"flat"
1,2,65,1,0,"Eixample",18.84,1095,"flat"
3,2,95,1,1,"Horta- Guinardo",8.66,950,"flat"
3,2,130,1,0,"Sants-Montjuïc",11.49,1450,"flat"
1,1,53,0,1,"Sarria-Sant Gervasi",15.56,930,"flat"
4,2,79,1,0,"Sarria-Sant Gervasi",32.24,2700,"flat"
1,1,44,0,0,"Eixample",16.92,890,"flat"
1,1,49,1,0,"Sant Andreu",14.64,700,"flat"
1,1,50,1,0,"Ciutat Vella",14.69,795,"flat"
2,1,49,1,1,"Ciutat Vella",16.19,740,"flat"
0,1,36,0,1,"Ciutat Vella",21.94,790,"studio"
0,1,50,1,0,"Gràcia",13.9,695,"studio"
0,1,35,1,0,"Horta- Guinardo",16.86,590,"studio"
0,1,52,0,0,"Ciutat Vella",15.19,790,"studio"
0,1,28,1,1,"Ciutat Vella",26.79,750,"studio"
0,1,23,1,0,"Sants-Montjuïc",20.43,470,"studio"
0,1,30,0,0,"Horta- Guinardo",18.33,550,"studio"
0,1,45,1,0,"Eixample",20,900,"studio"
0,1,60,1,1,"Eixample",26.67,1600,"studio"
0,1,39,1,0,"Sarria-Sant Gervasi",17.95,700,"studio"
0,1,35,0,0,"Sarria-Sant Gervasi",21.43,750,"studio"
0,1,47,1,0,"Sants-Montjuïc",13.83,650,"studio"
0,1,34,1,0,"Sant Martí",18.82,640,"studio"
0,1,30,0,0,"Sant Andreu",16,480,"studio"
0,1,45,1,0,"Gràcia",17.78,800,"studio"
0,1,26,0,0,"Gràcia",21.15,550,"studio"
0,2,170,1,1,"Ciutat Vella",14.71,2500,"studio"
0,1,33,0,0,"Ciutat Vella",19.7,650,"studio"
0,1,20,0,0,"Horta- Guinardo",29,580,"studio"
0,1,37,0,0,"Ciutat Vella",15.95,590,"studio"
0,1,35,1,0,"Eixample",24.29,850,"studio"
0,1,25,0,0,"Ciutat Vella",21.2,530,"studio"
0,1,40,0,0,"Sant Andreu",16.65,666,"studio"
0,2,24,0,0,"Ciutat Vella",31.25,750,"studio"
0,1,30,1,0,"Sant Martí",21.73,652,"studio"
0,1,45,1,0,"Sarria-Sant Gervasi",18.44,830,"studio"
0,1,32,1,1,"Sant Martí",23.44,750,"studio"
0,1,22,0,0,"Sants-Montjuïc",25.68,565,"studio"
0,1,25,1,0,"Sarria-Sant Gervasi",29.8,745,"studio"
0,1,19,1,0,"Gràcia",28.68,545,"studio"
0,1,39,1,0,"Les Corts",14.1,550,"studio"
0,1,40,0,0,"Ciutat Vella",15.63,625,"studio"
0,1,20,1,0,"Gràcia",21.15,423,"studio"
0,1,30,0,0,"Ciutat Vella",20.83,625,"studio"
0,1,15,0,0,"Ciutat Vella",30,450,"studio"
0,1,19,0,0,"Horta- Guinardo",25.47,484,"studio"
0,1,25,0,0,"Eixample",24,600,"studio"
0,1,85,0,1,"Gràcia",11.65,990,"studio"
0,1,28,1,0,"Sants-Montjuïc",17.5,490,"studio"
0,1,33,1,0,"Sarria-Sant Gervasi",25,825,"studio"
0,1,20,0,0,"Gràcia",21.25,425,"studio"
0,1,38,1,0,"Sarria-Sant Gervasi",18.42,700,"studio"
0,1,34,1,0,"Sants-Montjuïc",16.91,575,"studio"
0,1,24,0,0,"Ciutat Vella",22.92,550,"studio"
0,1,47,0,0,"Gràcia",22,1034,"studio"
0,1,17,1,0,"Sarria-Sant Gervasi",32.06,545,"studio"
0,1,35,0,0,"Eixample",20,700,"studio"
0,1,81,1,0,"Sarria-Sant Gervasi",14.94,1210,"studio"
0,1,25,1,1,"Sarria-Sant Gervasi",22,550,"studio"
0,2,25,0,0,"Ciutat Vella",32.71,750,"studio"
0,1,46,1,0,"Sants-Montjuïc",21.23,900,"studio"
0,1,31,1,1,"Ciutat Vella",25.57,750,"studio"
0,1,37,0,0,"Sarria-Sant Gervasi",15.3,700,"studio"
0,1,32,1,0,"Eixample",23.56,652,"studio"
0,1,73,0,0,"Ciutat Vella",21.74,750,"studio"
0,1,73,1,0,"Sarria-Sant Gervasi",14.19,1210,"studio"
0,1,154,0,1,"Eixample",14.78,2500,"studio"
0,1,41,0,0,"Ciutat Vella",15.3,550,"studio"
0,1,37,0,0,"Sants-Montjuïc",16.82,666,"studio"
0,1,23,0,0,"Sants-Montjuïc",20.32,530,"studio"
0,1,24,1,0,"Eixample",20.48,470,"studio"
0,1,27,0,0,"Sants-Montjuïc",19.67,550,"studio"
0,1,73,1,0,"Eixample",20.16,830,"studio"
0,1,54,0,0,"Sants-Montjuïc",16.61,790,"studio"
0,1,15,0,0,"Sarria-Sant Gervasi",31.77,450,"studio"
0,1,36,0,0,"Horta- Guinardo",18.54,700,"studio"
0,1,83,0,1,"Eixample",11.34,990,"studio"
0,1,19,1,0,"Les Corts",19.75,423,"studio"
0,1,36,0,0,"Horta- Guinardo",20.16,650,"studio"
0,1,36,1,0,"Sant Martí",24.39,850,"studio"
0,1,16,1,1,"Eixample",32.89,545,"studio"
0,1,36,1,0,"Horta- Guinardo",15.49,550,"studio"
0,1,54,1,0,"Ciutat Vella",12.71,695,"studio"
0,1,37,0,0,"Eixample",15.3,700,"studio"
0,1,34,0,0,"Eixample",21.28,650,"studio"
0,1,39,0,0,"Sarria-Sant Gervasi",16.14,625,"studio"
0,1,29,0,1,"Nou Barris",24.65,750,"studio"
0,1,41,1,0,"Horta- Guinardo",14.78,550,"studio"
0,1,26,0,0,"Eixample",20.64,530,"studio"
0,1,20,0,0,"Eixample",29.03,580,"studio"
0,2,155,1,1,"Sant Martí",16.13,2500,"studio"
0,1,46,0,0,"Eixample",19.1,900,"studio"
0,1,39,0,0,"Eixample",16.49,590,"studio"
0,1,38,0,0,"Eixample",17.87,666,"studio"
0,1,37,0,0,"Ciutat Vella",22.76,750,"studio"
0,1,33,0,0,"Ciutat Vella",18.77,700,"studio"
0,1,52,1,0,"Sant Martí",12.86,695,"studio"
0,1,33,1,1,"Ciutat Vella",24.71,750,"studio"
3,1,60,1,0,"Horta- Guinardo",12.5,750,"flat"
2,1,59,1,0,"Sant Andreu",13.05,770,"flat"
1,1,30,1,1,"Gràcia",43.33,1300,"flat"
1,1,70,1,1,"Ciutat Vella",40,2800,"flat"
2,1,44,1,0,"Sant Andreu",16.36,720,"flat"
3,2,118,0,0,"Horta- Guinardo",9.32,1100,"attic"
3,3,84,1,0,"Sarria-Sant Gervasi",16.07,1350,"flat"
2,1,60,1,0,"Sarria-Sant Gervasi",15,900,"flat"
4,2,106,1,0,"Horta- Guinardo",10.99,1165,"flat"
2,1,70,1,0,"Les Corts",15,1050,"flat"
4,2,161,1,0,"Sarria-Sant Gervasi",15.53,2500,"flat"
2,1,55,1,0,"Sant Martí",24.27,1335,"flat"
4,2,175,1,1,"Eixample",12.57,2200,"flat"
3,2,145,1,1,"Sarria-Sant Gervasi",17.24,2500,"flat"
2,2,82,1,0,"Eixample",11.95,980,"flat"
2,1,66,1,0,"Eixample",15.91,1050,"flat"
3,2,95,1,0,"Eixample",14.21,1350,"flat"
3,2,92,1,0,"Gràcia",11.74,1080,"flat"
3,2,130,1,0,"Les Corts",19.23,2500,"flat"
3,1,76,1,0,"Horta- Guinardo",12.5,950,"attic"
3,2,80,1,0,"Sants-Montjuïc",10.63,850,"flat"
3,2,102,0,0,"Eixample",17.65,1800,"flat"
2,2,150,1,0,"Eixample",15.33,2300,"flat"
4,1,90,1,0,"Sants-Montjuïc",10.56,950,"flat"
3,1,68,1,0,"Horta- Guinardo",12.38,842,"flat"
1,1,45,1,0,"Eixample",20,900,"flat"
3,1,79,1,1,"Eixample",14.94,1180,"flat"
3,1,65,1,0,"Les Corts",13.85,900,"flat"
4,2,116,1,0,"Sarria-Sant Gervasi",10.34,1200,"flat"
1,1,45,0,0,"Eixample",16.67,750,"flat"
3,2,93,1,0,"Sarria-Sant Gervasi",15.05,1400,"flat"
4,1,75,1,0,"Sants-Montjuïc",11.36,852,"flat"
4,2,98,1,1,"Eixample",12.76,1250,"flat"
2,1,60,0,0,"Gràcia",12.5,750,"flat"
1,1,60,1,0,"Sarria-Sant Gervasi",16.67,1000,"flat"
4,2,121,1,0,"Eixample",10.33,1250,"flat"
2,1,78,1,0,"Sant Martí",11.54,900,"flat"
3,2,78,1,1,"Gràcia",20.51,1600,"attic"
4,2,177,1,0,"Sant Martí",8.19,1450,"flat"
2,1,55,1,0,"Sant Andreu",16.36,900,"flat"
3,2,76,1,0,"Sant Martí",17.76,1350,"flat"
1,1,51,1,0,"Eixample",24.43,1246,"flat"
1,1,45,0,0,"Ciutat Vella",18.89,850,"flat"
3,1,42,1,0,"Gràcia",17.86,750,"flat"
3,2,110,1,1,"Ciutat Vella",14.36,1580,"flat"
4,2,158,1,1,"Eixample",12.34,1950,"flat"
1,1,60,1,1,"Ciutat Vella",22.5,1350,"attic"
4,2,90,1,0,"Sant Andreu",11.78,1060,"flat"
3,2,104,1,0,"Sarria-Sant Gervasi",12.98,1350,"flat"
4,1,80,1,0,"Eixample",11.25,900,"flat"
2,2,100,1,0,"Eixample",16,1600,"flat"
2,1,41,1,0,"Horta- Guinardo",15.24,625,"flat"
2,2,137,1,0,"Ciutat Vella",18.61,2550,"flat"
4,2,101,1,1,"Sant Martí",9.16,925,"flat"
2,2,79,1,1,"Sant Martí",27.85,2200,"attic"
2,1,70,1,0,"Les Corts",18.43,1290,"flat"
3,2,150,0,0,"Eixample",20,3000,"apartment"
2,1,62,0,0,"Horta- Guinardo",12.58,780,"flat"
5,3,130,1,0,"Eixample",10,1300,"flat"
